url,cashback,date_time
homedecoratorscollection.com,3.5%,2017-04-23 13:02:24
ebay,5.0%,2017-04-23 13:02:24
kohls.com,6.0%,2017-04-23 13:02:24
bloomingdales.com,3.0%,2017-04-23 13:02:24
jcpenney.com,10.0%,2017-04-23 13:02:24
toms.com,4.0%,2017-04-23 13:02:24
jcrew.com,1.5%,2017-04-23 13:02:24
thechildrensplace.com,1.5%,2017-04-23 13:02:24
nike.com,12.0%,2017-04-23 13:02:24
dickssportinggoods.com,1.5%,2017-04-23 13:02:24
forever21.com,2.0%,2017-04-23 13:02:24
overstock.com,4.0%,2017-04-23 13:02:24
stubhub.com,3.5%,2017-04-23 13:02:24
newbalance.com,10.0%,2017-04-23 13:02:24
bedbathandbeyond.com,2.0%,2017-04-23 13:02:24
toryburch.com,4.0%,2017-04-23 13:02:24
carters.com,2.5%,2017-04-23 13:02:24
katespade.com,3.5%,2017-04-23 13:02:24
lanebryant.com,5.0%,2017-04-23 13:02:24
magazines.com,40.0%,2017-04-23 13:02:24
verabradley.com,3.0%,2017-04-23 13:02:24
lowes.com,2.0%,2017-04-23 13:02:24
finishline.com,7.0%,2017-04-23 13:02:24
famousfootwear.com,2.0%,2017-04-23 13:02:24
anntaylor.com,2.0%,2017-04-23 13:02:24
newyorkcompany.com,2.5%,2017-04-23 13:02:24
hsn.com,2.0%,2017-04-23 13:02:24
michaelkors.com,3.0%,2017-04-23 13:02:24
champssports.com,5.0%,2017-04-23 13:02:24
barneysnewyork.com,6.0%,2017-04-23 13:02:24
lordandtaylor.com,8.0%,2017-04-23 13:02:24
saksfifthavenue.com,4.0%,2017-04-23 13:02:24
saksfifthavenueoff5th.com,4.0%,2017-04-23 13:02:24
aerieforamericaneagle.com,4.0%,2017-04-23 13:02:24
skinstore.com,4.0%,2017-04-23 13:02:24
bananarepublic.com,2.0%,2017-04-23 13:02:24
dellsmallbusiness.com,10.0%,2017-04-23 13:02:24
diesel.com,3.0%,2017-04-23 13:02:24
samsung.com,2.0%,2017-04-23 13:02:24
clinique.com,4.0%,2017-04-23 13:02:24
lagarconne.com,3.0%,2017-04-23 13:02:24
hannaandersson.com,2.0%,2017-04-23 13:02:24
loccitane.com,3.0%,2017-04-23 13:02:24
pier1imports.com,2.0%,2017-04-23 13:02:24
loft.com,2.0%,2017-04-23 13:02:24
landsend.com,4.0%,2017-04-23 13:02:24
expedia.com,10.0%,2017-04-23 13:02:24
sephora.com,3.0%,2017-04-23 13:02:24
bananarepublic.com,2.0%,2017-04-23 13:02:24
justice.com,2.0%,2017-04-23 13:02:24
gymboree.com,1.0%,2017-04-23 13:02:24
oshkoshbgosh.com,2.5%,2017-04-23 13:02:24
petco.com,4.0%,2017-04-23 13:02:24
thehonestcompany.com,2.5%,2017-04-23 13:02:24
origins.com,1.5%,2017-04-23 13:02:24
kiehls.com,4.0%,2017-04-23 13:02:24
starbucksstore.com,2.5%,2017-04-23 13:02:24
americaneagle.com,4.0%,2017-04-23 13:02:24
hotels.com,3.0%,2017-04-23 13:02:24
eastbay.com,7.0%,2017-04-23 13:02:24
priceline.com,10.0%,2017-04-23 13:02:24
underarmour.com,6.0%,2017-04-23 13:02:24
aveda.com,4.0%,2017-04-23 13:02:24
torrid.com,4.0%,2017-04-23 13:02:24
joesjeans.com,9.5%,2017-04-23 13:02:40
agjeans.com,9.0%,2017-04-23 13:02:40
giltgroupe.com,8.0%,2017-04-23 13:02:40
sachinandbabi.com,8.0%,2017-04-23 13:02:40
petit-bateau.com,7.0%,2017-04-23 13:02:40
aliceolivia.com,6.0%,2017-04-23 13:02:40
barneysnewyork.com,6.0%,2017-04-23 13:02:40
cledepeaubeaute.com,6.0%,2017-04-23 13:02:40
coach.com,6.0%,2017-04-23 13:02:41
forzieri.com,6.0%,2017-04-23 13:02:41
johnhardy.com,6.0%,2017-04-23 13:02:41
neimanmarcus.com,6.0%,2017-04-23 13:02:41
nicolemiller.com,6.0%,2017-04-23 13:02:41
algenist.com,5.0%,2017-04-23 13:02:41
clarins.com,5.0%,2017-04-23 13:02:41
lecreuset.com,5.0%,2017-04-23 13:02:41
millyny.com,5.0%,2017-04-23 13:02:41
net-a-porter.com,5.0%,2017-04-23 13:02:41
perriconemd.com,5.0%,2017-04-23 13:02:41
pevonia.com,5.0%,2017-04-23 13:02:41
rag-bone.com,5.0%,2017-04-23 13:02:41
stuartweitzman.com,5.0%,2017-04-23 13:02:41
briggs-riley.com,4.5%,2017-04-23 13:02:41
elevtd.com,4.5%,2017-04-23 13:02:42
luisaviaroma.com,4.5%,2017-04-23 13:02:42
bergdorfgoodman.com,4.0%,2017-04-23 13:02:42
bobbibrowncosmetics.com,4.0%,2017-04-23 13:02:42
dkny.com,4.0%,2017-04-23 13:02:42
dooneybourke.com,4.0%,2017-04-23 13:02:42
eastdane.com,4.0%,2017-04-23 13:02:42
ghurka.com,4.0%,2017-04-23 13:02:42
giorgioarmanibeauty.com,4.0%,2017-04-23 13:02:42
horchow.com,4.0%,2017-04-23 13:02:42
intermix.com,4.0%,2017-04-23 13:02:42
jbrand.com,4.0%,2017-04-23 13:02:42
jimmychoo.com,4.0%,2017-04-23 13:02:42
johnvarvatos.com,4.0%,2017-04-23 13:02:42
jurlique.com,4.0%,2017-04-23 13:02:42
kiehls.com,4.0%,2017-04-23 13:02:43
lancome.com,4.0%,2017-04-23 13:02:43
marcjacobsbeauty.com,4.0%,2017-04-23 13:02:43
neimanmarcuslastcall.com,4.0%,2017-04-23 13:02:43
orchardmile.com,4.0%,2017-04-23 13:02:43
ray-ban.com,4.0%,2017-04-23 13:02:43
revive.com,4.0%,2017-04-23 13:02:43
saksfifthavenue.com,4.0%,2017-04-23 13:02:43
saksfifthavenueoff5th.com,4.0%,2017-04-23 13:02:43
shiseido.com,4.0%,2017-04-23 13:02:43
stylebop.com,4.0%,2017-04-23 13:02:43
surlatable.com,4.0%,2017-04-23 13:02:43
toryburch.com,4.0%,2017-04-23 13:02:43
veronicabeard.com,4.0%,2017-04-23 13:02:43
waterford.com,4.0%,2017-04-23 13:02:44
wedgwood.com,4.0%,2017-04-23 13:02:44
index.htm,4.0%,2017-04-23 13:02:44
alexisbittar.com,3.5%,2017-04-23 13:02:44
belstaff.com,3.5%,2017-04-23 13:02:44
calvinklein.com,3.5%,2017-04-23 13:02:44
dianevonfurstenberg.com,3.5%,2017-04-23 13:02:44
effyjewelers.com,3.5%,2017-04-23 13:02:44
frankandoak.com,3.5%,2017-04-23 13:02:44
halston.com,3.5%,2017-04-23 13:02:44
hugoboss.com,3.5%,2017-04-23 13:02:45
joie.com,3.5%,2017-04-23 13:02:45
katespade.com,3.5%,2017-04-23 13:02:45
marahoffman.com,3.5%,2017-04-23 13:02:45
matchesfashion.com,3.5%,2017-04-23 13:02:45
armani.com,3.0%,2017-04-23 13:02:45
barneyswarehouse.com,3.0%,2017-04-23 13:02:45
bloomingdales.com,3.0%,2017-04-23 13:02:45
darphin.com,3.0%,2017-04-23 13:02:45
esteelauder.com,3.0%,2017-04-23 13:02:45
farfetch.com,3.0%,2017-04-23 13:02:46
helmutlang.com,3.0%,2017-04-23 13:02:46
jomalone.com,3.0%,2017-04-23 13:02:46
judithripka.com,3.0%,2017-04-23 13:02:46
kellywearstler.com,3.0%,2017-04-23 13:02:46
loccitane.com,3.0%,2017-04-23 13:02:46
lagarconne.com,3.0%,2017-04-23 13:02:46
lamer.com,3.0%,2017-04-23 13:02:46
michaelkors.com,3.0%,2017-04-23 13:02:46
modaoperandi.com,3.0%,2017-04-23 13:02:46
moschino.com,3.0%,2017-04-23 13:02:46
mrporter.com,3.0%,2017-04-23 13:02:46
mytheresa.com,3.0%,2017-04-23 13:02:46
theoutnet.com,3.0%,2017-04-23 13:02:46
reissonline.com,3.0%,2017-04-23 13:02:46
sephora.com,3.0%,2017-04-23 13:02:47
shuuemura.com,3.0%,2017-04-23 13:02:47
theory.com,3.0%,2017-04-23 13:02:47
thomaspink.com,3.0%,2017-04-23 13:02:47
vince.com,3.0%,2017-04-23 13:02:47
philliplim.com,3.0%,2017-04-23 13:02:47
7forallmankind.com,3.0%,2017-04-23 13:02:47
colehaan.com,2.5%,2017-04-23 13:02:47
designwithinreach.com,2.5%,2017-04-23 13:02:47
marcjacobs.com,2.5%,2017-04-23 13:02:47
ralphlauren.com,2.5%,2017-04-23 13:02:47
spacenk.com,2.5%,2017-04-23 13:02:47
tumiluggage.com,2.5%,2017-04-23 13:02:47
allsaints.com,2.0%,2017-04-23 13:02:47
lululemon.com,2.0%,2017-04-23 13:02:47
oscardelarenta2.com,2.0%,2017-04-23 13:02:48
renttherunway.com,2.0%,2017-04-23 13:02:48
shopbop.com,2.0%,2017-04-23 13:02:48
totokaelo.com,1.5%,2017-04-23 13:02:48
yoox.com,1.5%,2017-04-23 13:02:48
anthropologie.com,1.0%,2017-04-23 13:02:48
bluenile.com,1.0%,2017-04-23 13:02:48
nordstromrack.com,1.0%,2017-04-23 13:02:48
tedbaker-london.com,1.0%,2017-04-23 13:02:48
Macy's,2.5%,2017-04-23 13:03:02
Splendid,4.0%,2017-04-23 13:03:02
American Eagle Outfitters,2.0%,2017-04-23 13:03:02
Petco,4.0%,2017-04-23 13:03:02
buybuy BABY,2.0%,2017-04-23 13:03:02
Athleta,2.0%,2017-04-23 13:03:02
Saks Fifth Avenue,4.0%,2017-04-23 13:03:02
John Varvatos,5.0%,2017-04-23 13:03:02
Men's Wearhouse,4.0%,2017-04-23 13:03:02
The Body Shop,4.0%,2017-04-23 13:03:03
Jos. A. Bank,4.0%,2017-04-23 13:03:03
Johnston & Murphy,5.0%,2017-04-23 13:03:03
Cost Plus World Market,2.0%,2017-04-23 13:03:03
Moosejaw,5.0%,2017-04-23 13:03:03
Bed Bath and Beyond,2.0%,2017-04-23 13:03:03
Fashion to Figure,2.5%,2017-04-23 13:03:03
GNC,5.0%,2017-04-23 13:03:03
Crate and Barrel,1.0%,2017-04-23 13:03:03
CB2,1.0%,2017-04-23 13:03:03
Lord & Taylor,4.0%,2017-04-23 13:03:03
Saks OFF 5TH,4.0%,2017-04-23 13:03:03
Rebecca Taylor,3.5%,2017-04-23 13:03:03
Tervis,4.0%,2017-04-23 13:03:03
New York & Company,2.5%,2017-04-23 13:03:03
Plow and Hearth,4.0%,2017-04-23 13:03:03
MAC Cosmetics,3.0%,2017-04-23 13:03:04
Claim Jumper,10.0%,2017-04-23 13:03:04
Saltgrass Steak House,10.0%,2017-04-23 13:03:04
G.H. Bass and Co.,4.0%,2017-04-23 13:03:04
Club Monaco,2.5%,2017-04-23 13:03:04
Gap,2.0%,2017-04-23 13:03:04
EXPRESS,2.5%,2017-04-23 13:03:04
Ann Taylor,2.0%,2017-04-23 13:03:04
charming charlie,1.0%,2017-04-23 13:03:04
Clarks,4.0%,2017-04-23 13:03:04
Charlotte Russe,2.0%,2017-04-23 13:03:04
Destination XL,2.5%,2017-04-23 13:03:04
Under Armour,3.0%,2017-04-23 13:03:04
Sunglass Hut,4.0%,2017-04-23 13:03:04
